sentiment,preprocessed_text
2,hey im fan new zealand loving tho soooo episode haha good work
2,nice submit failblogorg
2,ticket amadou miriam tue june 2 use 25 want em thats face value good
2,going watch david yey
0,hahahaha wtf dianne twitter loli guess depends person
0,excited new chapter life didnt expect emotional
0,half hour im going english lessonguess ill waitand wait couple hour im s
2,hell yeah belgian beer bomb p
2,hahahaha im listening itunes library bit sonia dada atm good
2,great pichave upload pix tomoive laptop tonight
0,acsvxdcbgfn soccer shall young phoebe d dont want dressed
2,win sigh rakeem
2,live long prosper
2,bless sweetie hope wonderful weekend
0,left vt blackberryless tuesday night im lost
0,biligual sweatshop lol talk 2 got r6
2,shoesshoesshoesyayyayyayloliwouldpostatwitpicbutidntknohow2
2,im thinking skippin ny morning plan tonight
0,taking 40 underpriveledged kid circus 2moro big day planned aint feeling 100 nervous right
2,enjoying beautiful day hanging house pam making cake wont
0,swine flu haha cause ive got flu
2,happy mother day mum
0,studyyyyyyyyyyyyyyyyyyyyyyyyy exam tom
2,heaven good empathise finger crossed doesnt come sleep easy wishing best
2,going star trek premier tomorrow night uber stoked dont care im nerd star trek amazecore
0,think hire tranlsators understands
0,overslept headache
2,thanks g actual birthday tuesday 24
2,happy star war dayyyy d hbd uncle lee
2,nice luv kellyshes amazing singer luv
2,4 follower follow ill love pout
0,rat creative vados stock walmartcom im late
2,hope ya sleepin guy
0,wasnt feeling
0,follow friday bit hard work kick friday
2,thank hows daughter way 1017 follower o
2,wowhow sweet
2,saw tv best job world good luck
2,happy mother day 3
2,hey loved ac online wait buy look amazing
2,sooo glad im home floridia fun atl time sleepthen work constant grind
0,burnt hand cooker hurt
2,episode amazingi cried saw home video soooooo cute
0,feel guilty
2,roflmao funny web portal d
0,
2,mean babe super freakin cool pas ha
2,1111make wish
0,net net net hmm bad weather weird summer
0,ugh im doin good
2,doesnt believe spending thousand perfect wedding make happy couplea happy couple make perfect wedding
0,miley tried voting wont let vote reason ill try little later 3
0,mmmm lauren conrad eeeeep im going miss hill
2,thanks
2,ot exciting game like
2,watching bone naty fan mission convert naty successnow mission convert meagan
2,son 7 captured outsidethank god little girl
2,im glad able watch game
0,yu wan na kill
2,love able run tongue teeth
2,facebook quiz cure boredom haha teethmouth hurt
0,dont like seeing best friend break heart dont know
2,_13 awe thx need 2b sick friday u prayer request
0,sob believe im ending work week chapter augusten burroughs father ernie guinea pig
2,bye great time whisked away
2,lol ahhh good song
0,actual wiki entry million dollar homepage shake head fact sometimessomtimes thing work
0,boring starting work weekend soon 1st need tim coffee night shift
2,thanks article join uk
2,cheer aptism link
0,drove fisher feel sad
0,bored skull got job suck need entertainment grumble
2,coola productive day got spot extra feature film filming tomorrow awesome week
0,_dew token havent working day
0,epicfail joseph class long liao
0,im freezing math class
0,endure prize lucky winner
2,im likable hahahahahahaha moon
2,wish knew play instrument lesson menace missy moo sure piano cello bass want
2,_janeway ooc goodnight
0,nic idea he going money gone
2,thought pretty good im die hard trekkie
2,ty ff
2,enjoy ride
0,unanticipated thunderstorm quashed camping trip
2,happy mother day mother
0,omg going die swine flu melbourne
2,heeeey good luck unair sweet
2,come garden warm beautiful didnt revision
2,_twitster ohhhh love morse episode video gaze lovingly
2,life good
2,oh ok good youcan weather update instead jk
2,rescued adorable pit mix pup today lc brody looking adopt email info pic
0,suddenly remember memory ohhh
0,think cheap sunglass falling apart oh
0,slept parent bed hard rock feel like rock
0,ate lunchnow dont want work
0,kk 4 sum reason lettin vote 4
0,ugh today doesnt look like going work im sorry
2,happy mother day
2,drinking nice coffee got dentist 9am morning
2,thanks raspberrylaced vanilla cake
0,morning alex hope tweeting lot today miss arent
0,got chili bean shirt hate messy eater lady
0,work wrist hurt
2,_divine advice lookin phone cost relationship
2,weekend greatif dont work
2,good morning misfit pass tylenol
2,yay som1 twitterslowly slowly rest grade come aroundhah hope ur ready constant tweet
0,think thats whats wrong stuffed breathe feel like sore throat
0,recoverable boot thats messed grr argh business
2,thank isay kamusta ang bulacan historical gimmick ang gilmore shopping trip
0,omfg dude look ard put shame
0,omg u naked 1313 xdd omg miss muuch
0,stuff refuse
0,rented bike unknown trail random bump big hill kid beat little girl good day b family vacation
2,plane ticket uk europe cheap juneoct there gig near future announced
0,mean laugh little giggle come sorry
2,hadve told thing hardi
2,blood test today wasnt bad needed dash 2 starbucks revive spirit nice iced latte bunyum
0,want sit lunch guess ill bury head laptop continue antisocial
2,hope mum mother day love close family friend
0,5 season thats sorry noticed ur previous update si isnt gon na happy
2,finished church happy mother day
0,miss rollerblading shoreline
0,wind crampin style section yard wont water id sprinkler surrounded mud
0,probably spamming follower account
2,rollo got happy hmmm guess need inserted matrix 0_o
2,sight afternoon
0,sad u cancelled silverstone better u sandown park
2,bonjour twitterland
2,gorgeous day worked master gardener plant sale trimmed smoke bush writing
2,baitersss hope tonight fun
0,dont worry youll 38 soon
0,swear insane
0,haha ieits expensive hmlet message later
0,got lab thats left figure fml
2,year sweeet
0,missing hockey night dtn naperville wait day tomorrow work sunday
2,try best hope dont laid
2,everybody welcome hello nicole
2,ive pretty athletic especially love bball yeah run
2,_a rocky kind little rockpools octopus shell stuff want beach perfect overcast day
2,waiting bed great weekend
2,lmao bos ross dont come love man truth
0,smoking
0,dismal week
0,public talk july got canceled dont know
0,alexxx im gona miss today im sad noooooooo
2,watching george lopez went school played basketball today pretty nice hot
0,2 buy new washer bought dryer 2 dryer labeled electric gas grrr 2 load tomorrow 2 return
2,_peter let smoke watched dazed confused thats perfect pizza movie
2,little family party tonight hope rocked
0,im sad sad
2,whoo hoo congrats getting 200lbs
0,breathe turn im crazy inflammed lung
0,waiting natie come online miss
2,id love dont think easy think enthusiastic
0,freesats coverage sky dish bad moment block place annoying
0,truely sad news hear created equal sad know neighbor prejudice people
0,btw ian watkins stopped following wee bit pissed
2,sir great inshaaallah
2,fighting nagios configuration great tool config bit labour
0,oy im nerdim writin 2 no1 cuz no1 followin mean lik sum1 account deleted strange activity
0,week dragged bit essay write seaside im seeing eddie izzard tonight x
0,oh youve superseeded good
2,_kaufer argue wthem actually zero thing complain stuff
0,stupid liar glad ignorant blast
0,hello enjoy london watch hackney theyre mental
0,oh dear rotten life lead
2,ty sweetheart
2,wow thats good
2,gorgeous day im going stuck lab 9 hour
2,woke gon na shower nan mother day lunch happy mother day
0,headed hospital pain anymore
2,complete black book arrived looking forward entertaining tv night dvd
0,ooh jealous yoghurt carrot
2,moment foward imma spend money wisely dress shoe shopping week pigging fav rest
2,try play john travoltas grease lightning bassline cool
2,woooooooooo coming nottingham point lovelovelove3
2,enjoy family trump
0,bored mind lol
2,sleeeep good day nice night comfy bed
2,saw pic awesome
0,_guy past ok iï½ve got appartment caritï½s difficult save money
0,got school ugh dont want dance tonight
2,yes today star war day 4th
2,im going big weekend wait u x
2,spent little wombat cool cuz time care tamara good yay
2,thanks prop
0,competition corner slow week twisted ankle jc awfully painful
2,ym sign sign repeatedly youre annoying
2,raining cat dog gdask today look nice window
0,sleep
0,im upset right like formulate complete thought
2,hungryyyyyyy going eat traditional indian foodthe pakistani way woowoo hahaha _3
0,oh gosh hollyoaks sad tonite
0,tink cover wii remote people know dont wii fail
2,im thinking chevrolet doom fitting gm
0,phone hate anxiety cure
2,wishing mother happy mother day
0,starting 2nd shift im going miss like hour lakers game
0,copy paste tosser piss flap 10000000000 time
0,fuuuuuuuudgeee burned finger oil hurt
0,friday treating far
2,nice great day tweet soon
0,tired school work shower neighboures
2,hope yer ok hunny
2,yeah great outside rainsnow cold air love sunny day
0,wanted story acorn tonight glen beck missed
0,surprise credit card crack dawn online gambling problem wasnt
0,yeah like 5000 type snakesand wicked wicked wicked hotand idk dont think id like
2,_raven oh im skeptical think best thing said circumstance
0,think ruined friendship week getting carried away
2,thank
0,aww im sorry honey stink
2,dont want hurt
2,toris fun jb movie absolutely amazing good day work yay loved movie 0
2,happy know 3
0,suck
2,let continue productive today
2,meeting stranger lol vega amazing
2,suhweet perfect timing
0,_guy iï½m afraid yes true hope u r disappointed
0,im melting im house shade fair
2,ooh haha thanks posted
0,right making compromise kill
0,worst case cenario ill offf white mask scare better wear mask
0,park sunburnt wait 4 2nightand gon na smashedbein sober jst wnt b fun
2,love day 26 video questionable liked
0,feel lazy watching people work roof kat woman
2,safe journey home hope come soon
0,hulu desktop window 7 medium center extenders unfortunately
2,smooch great day
0,ouuuuuuuuuchhhhhhhh hurting barca spanking
0,iphone today want morning virginia beach dont think
2,thought itd yummy experience try time kapag magkakasama ulet tayo nila mapet
0,need post dont time tour apology supporter
2,whooop got twitter dang line communication keep growing
0,totally forgot soccer today ugh today actually good
0,oops late
2,kno amazing ive known got twitter tweeted word know haha
0,dang didnt remember bday today
2,ur moomie liked pandora buy lol
0,heard lot program like large chain learning center sorry
2,lol sound fun
0,yes jeeves bring noose assignment
2,gooood party night extremely tired xd bed lounge watch tv sleep day
2,good morning raining
2,cool van helden
2,14 page left read time start lunch dutylove 6th grader
2,way home aloha good night
2,_face nanawish night
2,little chair lift tonight muchly appreciated
2,want greet mom happy mother day enjoy day
2,yeah tomato paste oil traditional sandwich eat olive maltese cheese yum
